Token	POS-Tag	OOV	Sentence
utilizadas	VERB	0	Onde são utilizadas as informações levantadas sobre uma empresa?
as	DET	0	Onde são utilizadas as informações levantadas sobre uma empresa?
informações	NOUN	0	Onde são utilizadas as informações levantadas sobre uma empresa?
levantadas	VERB	1	Onde são utilizadas as informações levantadas sobre uma empresa?
sobre	ADP	0	Onde são utilizadas as informações levantadas sobre uma empresa?
uma	DET	0	Onde são utilizadas as informações levantadas sobre uma empresa?
empresa	NOUN	0	Onde são utilizadas as informações levantadas sobre uma empresa?
?	PUNCT	0	Onde são utilizadas as informações levantadas sobre uma empresa?
Por	ADP	0	Por quem são operados os softwares gerados pelos profissionais da área?
quem	PRON	0	Por quem são operados os softwares gerados pelos profissionais da área?
são	AUX	0	Por quem são operados os softwares gerados pelos profissionais da área?
operados	VERB	1	Por quem são operados os softwares gerados pelos profissionais da área?
os	DET	0	Por quem são operados os softwares gerados pelos profissionais da área?
softwares	NOUN	0	Por quem são operados os softwares gerados pelos profissionais da área?
gerados	VERB	0	Por quem são operados os softwares gerados pelos profissionais da área?
pelos	ADP	0	Por quem são operados os softwares gerados pelos profissionais da área?
profissionais	NOUN	0	Por quem são operados os softwares gerados pelos profissionais da área?
da	ADP	0	Por quem são operados os softwares gerados pelos profissionais da área?
área	NOUN	0	Por quem são operados os softwares gerados pelos profissionais da área?
?	PUNCT	0	Por quem são operados os softwares gerados pelos profissionais da área?
Quem	PRON	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
é	AUX	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
o	DET	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
responsável	NOUN	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
pelo	ADP	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
levantamento	NOUN	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
de	ADP	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
informações	NOUN	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
sobre	ADP	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
uma	DET	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
empresa	NOUN	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
?	PUNCT	0	Quem é o responsável pelo levantamento de informações sobre uma empresa?
O	PRON	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
que	PRON	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
permite	VERB	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
com	SCONJ	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
que	SCONJ	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
profissionais	NOUN	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
que	PRON	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
não	ADV	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
possuem	VERB	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
educação	NOUN	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
superior	ADJ	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
compram	VERB	1	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
o	DET	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
papel	NOUN	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
de	ADP	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
analista	NOUN	1	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
de	ADP	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
sistemas	NOUN	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
?	PUNCT	0	O que permite com que profissionais que não possuem educação superior compram o papel de analista de sistemas?
Para	ADP	0	Para o que o analista de sistemas deve servir?
o	PRON	0	Para o que o analista de sistemas deve servir?
que	PRON	0	Para o que o analista de sistemas deve servir?
o	DET	0	Para o que o analista de sistemas deve servir?
analista	NOUN	1	Para o que o analista de sistemas deve servir?
de	ADP	0	Para o que o analista de sistemas deve servir?
sistemas	NOUN	0	Para o que o analista de sistemas deve servir?
deve	VERB	0	Para o que o analista de sistemas deve servir?
servir	VERB	0	Para o que o analista de sistemas deve servir?
?	PUNCT	0	Para o que o analista de sistemas deve servir?
Por	ADP	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
que	SCONJ	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
o	DET	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
analista	NOUN	1	Por que o analista de sistemas deve traduzir a necessidade do usuário?
de	ADP	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
sistemas	NOUN	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
deve	VERB	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
traduzir	VERB	1	Por que o analista de sistemas deve traduzir a necessidade do usuário?
a	DET	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
necessidade	NOUN	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
do	ADP	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
usuário	NOUN	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
?	PUNCT	0	Por que o analista de sistemas deve traduzir a necessidade do usuário?
Quem	PRON	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
desenvolve	VERB	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
o	DET	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
programa	NOUN	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
traduzido	VERB	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
da	ADP	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
necessidade	NOUN	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
do	ADP	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
usuário	NOUN	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
pelo	ADP	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
analista	NOUN	1	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
de	ADP	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
sistemas	NOUN	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
?	PUNCT	0	Quem desenvolve o programa traduzido da necessidade do usuário pelo analista de sistemas?
Em	ADP	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
que	PRON	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
deve	VERB	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
ser	AUX	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
formado	VERB	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
um	DET	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
profissional	NOUN	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
em	ADP	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
análise	NOUN	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
e	CCONJ	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
desenvolvimento	NOUN	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
de	ADP	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
sistemas	NOUN	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
?	PUNCT	0	Em que deve ser formado um profissional em análise e desenvolvimento de sistemas?
O	PRON	0	O que curso superior em análise e desenvolvimento de sistemas visa?
que	PRON	0	O que curso superior em análise e desenvolvimento de sistemas visa?
curso	NOUN	0	O que curso superior em análise e desenvolvimento de sistemas visa?
superior	ADJ	0	O que curso superior em análise e desenvolvimento de sistemas visa?
em	ADP	0	O que curso superior em análise e desenvolvimento de sistemas visa?
análise	NOUN	0	O que curso superior em análise e desenvolvimento de sistemas visa?
e	CCONJ	0	O que curso superior em análise e desenvolvimento de sistemas visa?
desenvolvimento	NOUN	0	O que curso superior em análise e desenvolvimento de sistemas visa?
de	ADP	0	O que curso superior em análise e desenvolvimento de sistemas visa?
sistemas	NOUN	0	O que curso superior em análise e desenvolvimento de sistemas visa?
visa	VERB	0	O que curso superior em análise e desenvolvimento de sistemas visa?
?	PUNCT	0	O que curso superior em análise e desenvolvimento de sistemas visa?
Por	ADP	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
quem	PRON	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
foi	AUX	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
designada	VERB	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
a	DET	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
profissão	NOUN	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
de	ADP	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
tecnólogo	NOUN	1	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
em	ADP	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
análise	NOUN	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
e	CCONJ	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
desenvolvimento	NOUN	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
de	ADP	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
sistemas	NOUN	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
?	PUNCT	0	Por quem foi designada a profissão de tecnólogo em análise e desenvolvimento de sistemas?
Qual	NOUN	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
deve	VERB	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
ser	AUX	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
a	DET	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
ênfase	NOUN	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
do	ADP	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
curso	NOUN	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
universitário	ADJ	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
dos	ADP	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
analistas	NOUN	1	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
de	ADP	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
sistemas	NOUN	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
?	PUNCT	0	Qual deve ser a ênfase do curso universitário dos analistas de sistemas?
Quem	PRON	0	Quem emite a carteira profissional dos analistas de sistemas?
emite	VERB	1	Quem emite a carteira profissional dos analistas de sistemas?
a	DET	0	Quem emite a carteira profissional dos analistas de sistemas?
carteira	NOUN	1	Quem emite a carteira profissional dos analistas de sistemas?
profissional	ADJ	0	Quem emite a carteira profissional dos analistas de sistemas?
dos	ADP	0	Quem emite a carteira profissional dos analistas de sistemas?
analistas	NOUN	1	Quem emite a carteira profissional dos analistas de sistemas?
de	ADP	0	Quem emite a carteira profissional dos analistas de sistemas?
sistemas	NOUN	0	Quem emite a carteira profissional dos analistas de sistemas?
?	PUNCT	0	Quem emite a carteira profissional dos analistas de sistemas?
O	PRON	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
que	PRON	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
aumenta	VERB	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
a	DET	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
procura	NOUN	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
por	ADP	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
profissionais	NOUN	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
com	ADP	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
conhecimento	NOUN	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
para	SCONJ	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
desenvolver	VERB	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
sistemas	NOUN	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
?	PUNCT	0	O que aumenta a procura por profissionais com conhecimento para desenvolver sistemas?
Onde	ADV	0	Onde os profissionais em sistemas de informação devem atuar?
os	DET	0	Onde os profissionais em sistemas de informação devem atuar?
profissionais	NOUN	0	Onde os profissionais em sistemas de informação devem atuar?
em	ADP	0	Onde os profissionais em sistemas de informação devem atuar?
sistemas	NOUN	0	Onde os profissionais em sistemas de informação devem atuar?
de	ADP	0	Onde os profissionais em sistemas de informação devem atuar?
informação	NOUN	0	Onde os profissionais em sistemas de informação devem atuar?
devem	VERB	0	Onde os profissionais em sistemas de informação devem atuar?
atuar	VERB	0	Onde os profissionais em sistemas de informação devem atuar?
?	PUNCT	0	Onde os profissionais em sistemas de informação devem atuar?
Por	ADP	0	Por onde estão difundidos os sistemas de informação?
onde	NOUN	0	Por onde estão difundidos os sistemas de informação?
estão	AUX	0	Por onde estão difundidos os sistemas de informação?
difundidos	ADJ	1	Por onde estão difundidos os sistemas de informação?
os	DET	0	Por onde estão difundidos os sistemas de informação?
sistemas	NOUN	0	Por onde estão difundidos os sistemas de informação?
de	ADP	0	Por onde estão difundidos os sistemas de informação?
informação	NOUN	0	Por onde estão difundidos os sistemas de informação?
?	PUNCT	0	Por onde estão difundidos os sistemas de informação?
Qual	DET	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
ferramenta	NOUN	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
é	AUX	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
fundamental	ADJ	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
em	ADP	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
qualquer	DET	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
atividade	NOUN	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
empresarial	ADJ	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
?	PUNCT	0	Qual ferramenta é fundamental em qualquer atividade empresarial?
Por	ADP	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
que	PRON	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
o	DET	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
estágio	NOUN	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
é	AUX	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
a	PRON	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
mais	ADV	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
procurada	VERB	1	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
forma	NOUN	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
dentre	ADP	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
as	DET	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
opções	NOUN	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
de	ADP	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
atividade	NOUN	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
complementar	ADJ	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
de	ADP	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
extensão	NOUN	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
?	PUNCT	0	Por que o estágio é a mais procurada forma dentre as opções de atividade complementar de extensão?
Quais	DET	1	Quais alguns exemplos de atividades de extensão?
alguns	DET	0	Quais alguns exemplos de atividades de extensão?
exemplos	NOUN	0	Quais alguns exemplos de atividades de extensão?
de	ADP	0	Quais alguns exemplos de atividades de extensão?
atividades	NOUN	0	Quais alguns exemplos de atividades de extensão?
de	ADP	0	Quais alguns exemplos de atividades de extensão?
extensão	NOUN	0	Quais alguns exemplos de atividades de extensão?
?	PUNCT	0	Quais alguns exemplos de atividades de extensão?
Qual	PRON	0	Qual a mais famosa opção de atividade complementar de extensão?
a	DET	0	Qual a mais famosa opção de atividade complementar de extensão?
mais	ADV	0	Qual a mais famosa opção de atividade complementar de extensão?
famosa	ADJ	0	Qual a mais famosa opção de atividade complementar de extensão?
opção	NOUN	0	Qual a mais famosa opção de atividade complementar de extensão?
de	ADP	0	Qual a mais famosa opção de atividade complementar de extensão?
atividade	NOUN	0	Qual a mais famosa opção de atividade complementar de extensão?
complementar	ADJ	0	Qual a mais famosa opção de atividade complementar de extensão?
de	ADP	0	Qual a mais famosa opção de atividade complementar de extensão?
extensão	NOUN	0	Qual a mais famosa opção de atividade complementar de extensão?
?	PUNCT	0	Qual a mais famosa opção de atividade complementar de extensão?
Qual	DET	0	Qual o objetivo das atividades complementares de extensão?
o	DET	0	Qual o objetivo das atividades complementares de extensão?
objetivo	NOUN	0	Qual o objetivo das atividades complementares de extensão?
das	ADP	0	Qual o objetivo das atividades complementares de extensão?
atividades	NOUN	0	Qual o objetivo das atividades complementares de extensão?
complementares	ADJ	0	Qual o objetivo das atividades complementares de extensão?
de	ADP	0	Qual o objetivo das atividades complementares de extensão?
extensão	NOUN	0	Qual o objetivo das atividades complementares de extensão?
?	PUNCT	0	Qual o objetivo das atividades complementares de extensão?
Quantas	DET	1	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
horas	NOUN	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
de	ADP	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
atividade	NOUN	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
complementar	ADJ	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
os	DET	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
estudantes	NOUN	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
de	ADP	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
licenciatura	NOUN	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
precisam	VERB	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
realizar	VERB	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
?	PUNCT	0	Quantas horas de atividade complementar os estudantes de licenciatura precisam realizar?
O	PRON	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
que	PRON	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
significa	VERB	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
conhecer	VERB	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
outras	DET	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
coisas	NOUN	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
fora	ADV	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
do	ADP	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
ambiente	NOUN	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
de	ADP	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
ensino	NOUN	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
acadêmico	ADJ	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
?	PUNCT	0	O que significa conhecer outras coisas fora do ambiente de ensino acadêmico?
Qual	PRON	0	Qual a principal vantagem das atividades complementares?
a	DET	0	Qual a principal vantagem das atividades complementares?
principal	ADJ	0	Qual a principal vantagem das atividades complementares?
vantagem	NOUN	0	Qual a principal vantagem das atividades complementares?
das	ADP	0	Qual a principal vantagem das atividades complementares?
atividades	NOUN	0	Qual a principal vantagem das atividades complementares?
complementares	ADJ	0	Qual a principal vantagem das atividades complementares?
?	PUNCT	0	Qual a principal vantagem das atividades complementares?
Qual	PRON	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
a	DET	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
quantidade	NOUN	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
máxima	ADJ	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
de	ADP	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
horas	NOUN	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
de	ADP	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
atividades	NOUN	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
complementares	ADJ	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
que	PRON	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
um	DET	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
curso	NOUN	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
pode	VERB	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
ter	VERB	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
?	PUNCT	0	Qual a quantidade máxima de horas de atividades complementares que um curso pode ter?
Com	ADP	0	Com o que as atividades complementares contribuem?
o	PRON	0	Com o que as atividades complementares contribuem?
que	PRON	0	Com o que as atividades complementares contribuem?
as	DET	0	Com o que as atividades complementares contribuem?
atividades	NOUN	0	Com o que as atividades complementares contribuem?
complementares	ADJ	0	Com o que as atividades complementares contribuem?
contribuem	VERB	0	Com o que as atividades complementares contribuem?
?	PUNCT	0	Com o que as atividades complementares contribuem?
Do	ADP	0	Do que se tratam as atividades complementares?
que	PRON	0	Do que se tratam as atividades complementares?
se	PRON	0	Do que se tratam as atividades complementares?
tratam	VERB	1	Do que se tratam as atividades complementares?
as	DET	0	Do que se tratam as atividades complementares?
atividades	NOUN	0	Do que se tratam as atividades complementares?
complementares	ADJ	0	Do que se tratam as atividades complementares?
?	PUNCT	0	Do que se tratam as atividades complementares?
O	PRON	0	O que as etapas que montam um curso possuem?
que	PRON	0	O que as etapas que montam um curso possuem?
