Token	POS-Tag	OOV	Sentence
?	PUNCT	0	Como empilhar e desempilhar elementos em uma estrutura de dados pilha?
Como	ADP	0	Como desempilhar elementos em uma pilha?
desempilhar	NOUN	1	Como desempilhar elementos em uma pilha?
elementos	NOUN	0	Como desempilhar elementos em uma pilha?
em	ADP	0	Como desempilhar elementos em uma pilha?
uma	DET	0	Como desempilhar elementos em uma pilha?
pilha	NOUN	0	Como desempilhar elementos em uma pilha?
?	PUNCT	0	Como desempilhar elementos em uma pilha?
Como	ADP	0	Como desempilhar elementos em uma estrutura de dados pilha?
desempilhar	NOUN	1	Como desempilhar elementos em uma estrutura de dados pilha?
elementos	NOUN	0	Como desempilhar elementos em uma estrutura de dados pilha?
em	ADP	0	Como desempilhar elementos em uma estrutura de dados pilha?
uma	DET	0	Como desempilhar elementos em uma estrutura de dados pilha?
estrutura	NOUN	0	Como desempilhar elementos em uma estrutura de dados pilha?
de	ADP	0	Como desempilhar elementos em uma estrutura de dados pilha?
dados	NOUN	0	Como desempilhar elementos em uma estrutura de dados pilha?
pilha	NOUN	0	Como desempilhar elementos em uma estrutura de dados pilha?
?	PUNCT	0	Como desempilhar elementos em uma estrutura de dados pilha?
O	PRON	0	O que é uma pilha e como empilhar seu elemento?
que	PRON	0	O que é uma pilha e como empilhar seu elemento?
é	AUX	0	O que é uma pilha e como empilhar seu elemento?
uma	DET	0	O que é uma pilha e como empilhar seu elemento?
pilha	NOUN	0	O que é uma pilha e como empilhar seu elemento?
e	CCONJ	0	O que é uma pilha e como empilhar seu elemento?
como	ADV	0	O que é uma pilha e como empilhar seu elemento?
empilhar	VERB	1	O que é uma pilha e como empilhar seu elemento?
seu	DET	0	O que é uma pilha e como empilhar seu elemento?
elemento	NOUN	0	O que é uma pilha e como empilhar seu elemento?
?	PUNCT	0	O que é uma pilha e como empilhar seu elemento?
O	PRON	0	O que é uma fila e como enfileirar seu elemento?
que	PRON	0	O que é uma fila e como enfileirar seu elemento?
é	AUX	0	O que é uma fila e como enfileirar seu elemento?
uma	DET	0	O que é uma fila e como enfileirar seu elemento?
fila	NOUN	1	O que é uma fila e como enfileirar seu elemento?
e	CCONJ	0	O que é uma fila e como enfileirar seu elemento?
como	ADV	0	O que é uma fila e como enfileirar seu elemento?
enfileirar	VERB	1	O que é uma fila e como enfileirar seu elemento?
seu	DET	0	O que é uma fila e como enfileirar seu elemento?
elemento	NOUN	0	O que é uma fila e como enfileirar seu elemento?
?	PUNCT	0	O que é uma fila e como enfileirar seu elemento?
O	PRON	0	O que é uma fila e como desenfileirar um elemento nela?
que	PRON	0	O que é uma fila e como desenfileirar um elemento nela?
é	AUX	0	O que é uma fila e como desenfileirar um elemento nela?
uma	DET	0	O que é uma fila e como desenfileirar um elemento nela?
fila	NOUN	1	O que é uma fila e como desenfileirar um elemento nela?
e	CCONJ	0	O que é uma fila e como desenfileirar um elemento nela?
como	ADV	0	O que é uma fila e como desenfileirar um elemento nela?
desenfileirar	ADV	1	O que é uma fila e como desenfileirar um elemento nela?
um	DET	0	O que é uma fila e como desenfileirar um elemento nela?
elemento	NOUN	0	O que é uma fila e como desenfileirar um elemento nela?
nela	PRON	0	O que é uma fila e como desenfileirar um elemento nela?
?	PUNCT	0	O que é uma fila e como desenfileirar um elemento nela?
O	PRON	0	O que é uma pilha e como desempilhar um elemento nela?
que	PRON	0	O que é uma pilha e como desempilhar um elemento nela?
é	AUX	0	O que é uma pilha e como desempilhar um elemento nela?
uma	DET	0	O que é uma pilha e como desempilhar um elemento nela?
pilha	NOUN	0	O que é uma pilha e como desempilhar um elemento nela?
e	CCONJ	0	O que é uma pilha e como desempilhar um elemento nela?
como	ADV	0	O que é uma pilha e como desempilhar um elemento nela?
desempilhar	NOUN	1	O que é uma pilha e como desempilhar um elemento nela?
um	DET	0	O que é uma pilha e como desempilhar um elemento nela?
elemento	NOUN	0	O que é uma pilha e como desempilhar um elemento nela?
nela	PRON	0	O que é uma pilha e como desempilhar um elemento nela?
?	PUNCT	0	O que é uma pilha e como desempilhar um elemento nela?
O	PRON	0	O que é uma fila e como enfileirar um elemento nela?
que	PRON	0	O que é uma fila e como enfileirar um elemento nela?
é	AUX	0	O que é uma fila e como enfileirar um elemento nela?
uma	DET	0	O que é uma fila e como enfileirar um elemento nela?
fila	NOUN	1	O que é uma fila e como enfileirar um elemento nela?
e	CCONJ	0	O que é uma fila e como enfileirar um elemento nela?
como	ADV	0	O que é uma fila e como enfileirar um elemento nela?
enfileirar	VERB	1	O que é uma fila e como enfileirar um elemento nela?
um	DET	0	O que é uma fila e como enfileirar um elemento nela?
elemento	NOUN	0	O que é uma fila e como enfileirar um elemento nela?
nela	PRON	0	O que é uma fila e como enfileirar um elemento nela?
?	PUNCT	0	O que é uma fila e como enfileirar um elemento nela?
O	PRON	0	O que é uma pilha e como empilhar um elemento nela?
que	PRON	0	O que é uma pilha e como empilhar um elemento nela?
é	AUX	0	O que é uma pilha e como empilhar um elemento nela?
uma	DET	0	O que é uma pilha e como empilhar um elemento nela?
pilha	NOUN	0	O que é uma pilha e como empilhar um elemento nela?
e	CCONJ	0	O que é uma pilha e como empilhar um elemento nela?
como	ADV	0	O que é uma pilha e como empilhar um elemento nela?
empilhar	VERB	1	O que é uma pilha e como empilhar um elemento nela?
um	DET	0	O que é uma pilha e como empilhar um elemento nela?
elemento	NOUN	0	O que é uma pilha e como empilhar um elemento nela?
nela	PRON	0	O que é uma pilha e como empilhar um elemento nela?
?	PUNCT	0	O que é uma pilha e como empilhar um elemento nela?
O	PRON	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
que	PRON	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
é	AUX	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
uma	DET	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
pilha	NOUN	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
e	CCONJ	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
como	ADV	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
empilhar	VERB	1	O que é uma pilha e como empilhar e desempilhar seus elementos?
e	CCONJ	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
desempilhar	NOUN	1	O que é uma pilha e como empilhar e desempilhar seus elementos?
seus	DET	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
elementos	NOUN	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
?	PUNCT	0	O que é uma pilha e como empilhar e desempilhar seus elementos?
O	PRON	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
que	PRON	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
é	AUX	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
uma	DET	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
fila	NOUN	1	O que é uma fila e como enfileirar e desenfileirar seus elementos?
e	CCONJ	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
como	SCONJ	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
enfileirar	VERB	1	O que é uma fila e como enfileirar e desenfileirar seus elementos?
e	CCONJ	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
desenfileirar	ADV	1	O que é uma fila e como enfileirar e desenfileirar seus elementos?
seus	DET	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
elementos	NOUN	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
?	PUNCT	0	O que é uma fila e como enfileirar e desenfileirar seus elementos?
Como	ADV	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
são	AUX	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
implementadas	VERB	1	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
as	DET	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
operações	NOUN	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
de	SCONJ	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
empilhar	VERB	1	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
e	CCONJ	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
desempilhar	VERB	1	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
elementos	NOUN	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
em	ADP	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
uma	DET	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
pilha	NOUN	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
?	PUNCT	0	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha?
Como	ADV	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
são	AUX	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
implementadas	VERB	1	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
as	DET	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
operações	NOUN	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
de	SCONJ	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
enfileirar	VERB	1	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
e	CCONJ	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
desenfileirar	DET	1	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
elementos	NOUN	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
em	ADP	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
uma	DET	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
fila	NOUN	1	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
?	PUNCT	0	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila?
Em	ADP	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
uma	DET	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
pilha	NOUN	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
a	DET	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
operação	NOUN	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
de	SCONJ	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
empilhar	VERB	1	Em uma pilha a operação de empilhar ocorre em qual extremidade?
ocorre	VERB	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
em	ADP	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
qual	DET	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
extremidade	NOUN	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
?	PUNCT	0	Em uma pilha a operação de empilhar ocorre em qual extremidade?
Em	ADP	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
uma	DET	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
fila	NOUN	1	Em uma fila a operação de enfileirar ocorre em qual extremidade?
a	DET	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
operação	NOUN	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
de	SCONJ	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
enfileirar	VERB	1	Em uma fila a operação de enfileirar ocorre em qual extremidade?
ocorre	VERB	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
em	ADP	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
qual	PRON	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
extremidade	NOUN	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
?	PUNCT	0	Em uma fila a operação de enfileirar ocorre em qual extremidade?
